kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_nama_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,jumlah_ warga_terdaftar_bpjs,satuan,tahun,id
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201220.0,BOJONG GEDE,3201220005.0,BOJONGGEDE,32.01.13,BOJONG GEDE,32.01.13.2009,BOJONGGEDE,10000.0,ORANG,2019.0,125
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201020.0,LEUWILIANG,3201020018.0,LEUWILIANG,32.01.14,LEUWILIANG,32.01.14.2001,LEUWILIANG,753.0,ORANG,2019.0,126
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201020.0,LEUWILIANG,3201020001.0,PURASARI,32.01.14,LEUWILIANG,32.01.14.2002,PURASARI,1432.0,ORANG,2019.0,127
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201020.0,LEUWILIANG,3201020003.0,KARYASARI,32.01.14,LEUWILIANG,32.01.14.2003,KARYASARI,1422.0,ORANG,2019.0,128
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201020.0,LEUWILIANG,3201020004.0,PABANGBON,32.01.14,LEUWILIANG,32.01.14.2004,PABANGBON,1432.0,ORANG,2019.0,129
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201020.0,LEUWILIANG,3201020005.0,KARACAK,32.01.14,LEUWILIANG,32.01.14.2005,KARACAK,1500.0,ORANG,2019.0,130
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201020.0,LEUWILIANG,3201020006.0,BARENGKOK,32.01.14,LEUWILIANG,32.01.14.2006,BARENGKOK,0.0,ORANG,2019.0,131
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201020.0,LEUWILIANG,3201020017.0,LEUWIMEKAR,32.01.14,LEUWILIANG,32.01.14.2007,LEUWIMEKAR,3028.0,ORANG,2019.0,132
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201020.0,LEUWILIANG,3201020002.0,PURASEDA,32.01.14,LEUWILIANG,32.01.14.2008,PURASEDA,1243.0,ORANG,2019.0,133
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201020.0,LEUWILIANG,3201020016.0,CIBEBER I,32.01.14,LEUWILIANG,32.01.14.2009,CIBEBER I,230.0,ORANG,2019.0,134
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201020.0,LEUWILIANG,3201020007.0,CIBEBER II,32.01.14,LEUWILIANG,32.01.14.2010,CIBEBER II,2020.0,ORANG,2019.0,135
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201020.0,LEUWILIANG,3201020019.0,KAREHKEL,32.01.14,LEUWILIANG,32.01.14.2011,KAREHKEL,700.0,ORANG,2019.0,136
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201050.0,CIAMPEA,3201050019.0,CIAMPEA,32.01.15,CIAMPEA,32.01.15.2001,CIAMPEA,0.0,ORANG,2019.0,137
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201050.0,CIAMPEA,3201050008.0,CINANGKA,32.01.15,CIAMPEA,32.01.15.2002,CINANGKA,1980.0,ORANG,2019.0,138
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201050.0,CIAMPEA,3201050013.0,CIHIDEUNGUDIK,32.01.15,CIAMPEA,32.01.15.2003,CIHIDEUNGUDIK,2921.0,ORANG,2019.0,139
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201050.0,CIAMPEA,3201050012.0,BOJONGJENGKOL,32.01.15,CIAMPEA,32.01.15.2004,BOJONGJENGKOL,1500.0,ORANG,2019.0,140
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201050.0,CIAMPEA,3201050011.0,TEGALWARU,32.01.15,CIAMPEA,32.01.15.2005,TEGALWARU,533.0,ORANG,2019.0,141
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201050.0,CIAMPEA,3201050009.0,CIBUNTU,32.01.15,CIAMPEA,32.01.15.2006,CIBUNTU,3049.0,ORANG,2019.0,142
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201050.0,CIAMPEA,3201050010.0,CICADAS,32.01.15,CIAMPEA,32.01.15.2007,CICADAS,2597.0,ORANG,2019.0,143
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201050.0,CIAMPEA,3201050017.0,CIBADAK,32.01.15,CIAMPEA,32.01.15.2008,CIBADAK,3040.0,ORANG,2019.0,144
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201050.0,CIAMPEA,3201050016.0,BOJONGRANGKAS,32.01.15,CIAMPEA,32.01.15.2009,BOJONGRANGKAS,8034.0,ORANG,2019.0,145
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201050.0,CIAMPEA,3201050014.0,CIHIDEUNGHILIR,32.01.15,CIAMPEA,32.01.15.2010,CIHIDEUNGHILIR,6793.0,ORANG,2019.0,146
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201050.0,CIAMPEA,3201050015.0,CIBANTENG,32.01.15,CIAMPEA,32.01.15.2011,CIBANTENG,1256.0,ORANG,2019.0,147
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201050.0,CIAMPEA,3201050018.0,BENTENG,32.01.15,CIAMPEA,32.01.15.2012,BENTENG,7000.0,ORANG,2019.0,148
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201050.0,CIAMPEA,3201050004.0,CIAMPEA UDIK,32.01.15,CIAMPEA,32.01.15.2013,CIAMPEA UDIK,3990.0,ORANG,2019.0,149
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201040.0,CIBUNGBULANG,3201040001.0,SITU UDIK,32.01.16,CIBUNGBULANG,32.01.16.2001,SITU UDIK,3099.0,ORANG,2019.0,150
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201040.0,CIBUNGBULANG,3201040002.0,SITU ILIR,32.01.16,CIBUNGBULANG,32.01.16.2002,SITU ILIR,1243.0,ORANG,2019.0,151
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201040.0,CIBUNGBULANG,3201040007.0,CEMPLANG,32.01.16,CIBUNGBULANG,32.01.16.2003,CEMPLANG,2230.0,ORANG,2019.0,152
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201040.0,CIBUNGBULANG,3201040005.0,CIBATOK I,32.01.16,CIBUNGBULANG,32.01.16.2004,CIBATOK I,310.0,ORANG,2019.0,153
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201040.0,CIBUNGBULANG,3201040004.0,CIARUTEUN UDIK,32.01.16,CIBUNGBULANG,32.01.16.2005,CIARUTEUN UDIK,5018.0,ORANG,2019.0,154
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201040.0,CIBUNGBULANG,3201040013.0,LEUWEUNGKOLOT,32.01.16,CIBUNGBULANG,32.01.16.2006,LEUWEUNGKOLOT,1890.0,ORANG,2019.0,155
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201040.0,CIBUNGBULANG,3201040011.0,CIMANGGU I,32.01.16,CIBUNGBULANG,32.01.16.2007,CIMANGGU I,1666.0,ORANG,2019.0,156
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201040.0,CIBUNGBULANG,3201040010.0,CIMANGGU II,32.01.16,CIBUNGBULANG,32.01.16.2008,CIMANGGU II,2230.0,ORANG,2019.0,157
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201040.0,CIBUNGBULANG,3201040009.0,DUKUH,32.01.16,CIBUNGBULANG,32.01.16.2009,DUKUH,4300.0,ORANG,2019.0,158
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201040.0,CIBUNGBULANG,3201040015.0,CIJUJUNG,32.01.16,CIBUNGBULANG,32.01.16.2010,CIJUJUNG,1000.0,ORANG,2019.0,159
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201040.0,CIBUNGBULANG,3201040014.0,CIARUTEUN ILIR,32.01.16,CIBUNGBULANG,32.01.16.2011,CIARUTEUN ILIR,2765.0,ORANG,2019.0,160
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201040.0,CIBUNGBULANG,3201040003.0,CIBATOK II,32.01.16,CIBUNGBULANG,32.01.16.2012,CIBATOK II,3562.0,ORANG,2019.0,161
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201040.0,CIBUNGBULANG,3201040006.0,SUKAMAJU,32.01.16,CIBUNGBULANG,32.01.16.2013,SUKAMAJU,4782.0,ORANG,2019.0,162
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201040.0,CIBUNGBULANG,3201040008.0,GALUGA,32.01.16,CIBUNGBULANG,32.01.16.2014,GALUGA,0.0,ORANG,2019.0,163
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201040.0,CIBUNGBULANG,3201040012.0,GIRIMULYA,32.01.16,CIBUNGBULANG,32.01.16.2015,GIRIMULYA,165.0,ORANG,2019.0,164
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201030.0,PAMIJAHAN,3201030002.0,PURWABAKTI,32.01.17,PAMIJAHAN,32.01.17.2001,PURWABAKTI,2630.0,ORANG,2019.0,165
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201030.0,PAMIJAHAN,3201030001.0,CIBUNIAN,32.01.17,PAMIJAHAN,32.01.17.2002,CIBUNIAN,7000.0,ORANG,2019.0,166
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201030.0,PAMIJAHAN,3201030011.0,CIBITUNGWETAN,32.01.17,PAMIJAHAN,32.01.17.2003,CIBITUNGWETAN,906.0,ORANG,2019.0,167
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201030.0,PAMIJAHAN,3201030014.0,GUNUNGMENYAN,32.01.17,PAMIJAHAN,32.01.17.2004,GUNUNGMENYAN,3527.0,ORANG,2019.0,168
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201030.0,PAMIJAHAN,3201030006.0,GUNUNGBUNDER II,32.01.17,PAMIJAHAN,32.01.17.2005,GUNUNGBUNDER II,3500.0,ORANG,2019.0,169
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201030.0,PAMIJAHAN,3201030013.0,PASAREAN,32.01.17,PAMIJAHAN,32.01.17.2006,PASAREAN,3500.0,ORANG,2019.0,170
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201030.0,PAMIJAHAN,3201030015.0,CIMAYANG,32.01.17,PAMIJAHAN,32.01.17.2007,CIMAYANG,2218.0,ORANG,2019.0,171
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201030.0,PAMIJAHAN,3201030012.0,PAMIJAHAN,32.01.17,PAMIJAHAN,32.01.17.2008,PAMIJAHAN,5321.0,ORANG,2019.0,172
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201030.0,PAMIJAHAN,3201030008.0,CIBENING,32.01.17,PAMIJAHAN,32.01.17.2009,CIBENING,8000.0,ORANG,2019.0,173
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201030.0,PAMIJAHAN,3201030007.0,GUNUNGBUNDER I,32.01.17,PAMIJAHAN,32.01.17.2010,GUNUNGBUNDER I,3679.0,ORANG,2019.0,174
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201030.0,PAMIJAHAN,3201030010.0,CIBITUNG KULON,32.01.17,PAMIJAHAN,32.01.17.2011,CIBITUNG KULON,3500.0,ORANG,2019.0,175
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201030.0,PAMIJAHAN,3201030009.0,GUNUNG PICUNG,32.01.17,PAMIJAHAN,32.01.17.2012,GUNUNG PICUNG,4830.0,ORANG,2019.0,176
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201030.0,PAMIJAHAN,3201030004.0,CIASIHAN,32.01.17,PAMIJAHAN,32.01.17.2013,CIASIHAN,4934.0,ORANG,2019.0,177
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201030.0,PAMIJAHAN,3201030005.0,GUNUNGSARI,32.01.17,PAMIJAHAN,32.01.17.2014,GUNUNGSARI,45000.0,ORANG,2019.0,178
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201030.0,PAMIJAHAN,3201030003.0,CIASMARA,32.01.17,PAMIJAHAN,32.01.17.2015,CIASMARA,3250.0,ORANG,2019.0,179
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201260.0,RUMPIN,3201260007.0,RUMPIN,32.01.18,RUMPIN,32.01.18.2001,RUMPIN,903.0,ORANG,2019.0,180
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201260.0,RUMPIN,3201260001.0,LEUWIBATU,32.01.18,RUMPIN,32.01.18.2002,LEUWIBATU,1003.0,ORANG,2019.0,181
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201260.0,RUMPIN,3201260002.0,CIDOKOM,32.01.18,RUMPIN,32.01.18.2003,CIDOKOM,1548.0,ORANG,2019.0,182
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201260.0,RUMPIN,3201260003.0,GOBANG,32.01.18,RUMPIN,32.01.18.2004,GOBANG,1700.0,ORANG,2019.0,183
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201260.0,RUMPIN,3201260005.0,CIBODAS,32.01.18,RUMPIN,32.01.18.2005,CIBODAS,1700.0,ORANG,2019.0,184
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201260.0,RUMPIN,3201260004.0,RABAK,32.01.18,RUMPIN,32.01.18.2006,RABAK,4637.0,ORANG,2019.0,185
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201260.0,RUMPIN,3201260006.0,KAMPUNGSAWAH,32.01.18,RUMPIN,32.01.18.2007,KAMPUNGSAWAH,1700.0,ORANG,2019.0,186
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201260.0,RUMPIN,3201260008.0,CIPINANG,32.01.18,RUMPIN,32.01.18.2008,CIPINANG,1375.0,ORANG,2019.0,187
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201260.0,RUMPIN,3201260009.0,SUKASARI,32.01.18,RUMPIN,32.01.18.2009,SUKASARI,5010.0,ORANG,2019.0,188
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201260.0,RUMPIN,3201260011.0,TAMANSARI,32.01.18,RUMPIN,32.01.18.2010,TAMANSARI,917.0,ORANG,2019.0,189
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201260.0,RUMPIN,3201260010.0,KERTAJAYA,32.01.18,RUMPIN,32.01.18.2011,KERTAJAYA,937.0,ORANG,2019.0,190
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201260.0,RUMPIN,3201260012.0,SUKAMULYA,32.01.18,RUMPIN,32.01.18.2012,SUKAMULYA,1484.0,ORANG,2019.0,191
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201260.0,RUMPIN,3201260013.0,MEKARSARI,32.01.18,RUMPIN,32.01.18.2013,MEKARSARI,0.0,ORANG,2019.0,192
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201260.0,RUMPIN,3201260014.0,MEKARJAYA,32.01.18,RUMPIN,32.01.18.2014,MEKARJAYA,1700.0,ORANG,2019.0,193
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201280.0,JASINGA,3201280008.0,CURUG,32.01.19,JASINGA,32.01.19.2001,CURUG,2200.0,ORANG,2019.0,194
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201280.0,JASINGA,3201280003.0,PANGRADIN,32.01.19,JASINGA,32.01.19.2002,PANGRADIN,4256.0,ORANG,2019.0,195
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201280.0,JASINGA,3201280004.0,KALONGSAWAH,32.01.19,JASINGA,32.01.19.2003,KALONGSAWAH,700.0,ORANG,2019.0,196
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201280.0,JASINGA,3201280005.0,SIPAK,32.01.19,JASINGA,32.01.19.2004,SIPAK,4720.0,ORANG,2019.0,197
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201280.0,JASINGA,3201280011.0,JASINGA,32.01.19,JASINGA,32.01.19.2005,JASINGA,2692.0,ORANG,2019.0,198
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201280.0,JASINGA,3201280010.0,KOLEANG,32.01.19,JASINGA,32.01.19.2006,KOLEANG,4000.0,ORANG,2019.0,199
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201280.0,JASINGA,3201280013.0,CIKOPOMAYAK,32.01.19,JASINGA,32.01.19.2007,CIKOPOMAYAK,2346.0,ORANG,2019.0,200
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201280.0,JASINGA,3201280012.0,SETU,32.01.19,JASINGA,32.01.19.2008,SETU,700.0,ORANG,2019.0,201
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201280.0,JASINGA,3201280016.0,BARENGKOK,32.01.19,JASINGA,32.01.19.2009,BARENGKOK,4528.0,ORANG,2019.0,202
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201280.0,JASINGA,3201280015.0,BAGOANG,32.01.19,JASINGA,32.01.19.2010,BAGOANG,2215.0,ORANG,2019.0,203
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201280.0,JASINGA,3201280017.0,PANGAUR,32.01.19,JASINGA,32.01.19.2011,PANGAUR,550.0,ORANG,2019.0,204
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201280.0,JASINGA,3201280006.0,PAMAGERSARI,32.01.19,JASINGA,32.01.19.2012,PAMAGERSARI,700.0,ORANG,2019.0,205
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201280.0,JASINGA,3201280007.0,JUGALA JAYA,32.01.19,JASINGA,32.01.19.2013,JUGALA JAYA,2023.0,ORANG,2019.0,206
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201280.0,JASINGA,3201280009.0,TEGALWANGI,32.01.19,JASINGA,32.01.19.2014,TEGALWANGI,3700.0,ORANG,2019.0,207
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201280.0,JASINGA,3201280014.0,NEGLASARI,32.01.19,JASINGA,32.01.19.2015,NEGLASARI,1500.0,ORANG,2019.0,208
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201280.0,JASINGA,3201280018.0,WIRAJAYA,32.01.19,JASINGA,32.01.19.2016,WIRAJAYA,1850.0,ORANG,2019.0,209
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201300.0,PARUNG PANJANG,3201300001.0,JAGABAYA,32.01.20,PARUNG PANJANG,32.01.20.2001,JAGABAYA,2000.0,ORANG,2019.0,210
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201300.0,PARUNG PANJANG,3201300002.0,GOROWONG,32.01.20,PARUNG PANJANG,32.01.20.2002,GOROWONG,1500.0,ORANG,2019.0,211
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201300.0,PARUNG PANJANG,3201300003.0,DAGO,32.01.20,PARUNG PANJANG,32.01.20.2003,DAGO,629.0,ORANG,2019.0,212
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201300.0,PARUNG PANJANG,3201300005.0,PINGKU,32.01.20,PARUNG PANJANG,32.01.20.2004,PINGKU,2000.0,ORANG,2019.0,213
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201300.0,PARUNG PANJANG,3201300004.0,CIKUDA,32.01.20,PARUNG PANJANG,32.01.20.2005,CIKUDA,475.0,ORANG,2019.0,214
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201300.0,PARUNG PANJANG,3201300010.0,PARUNGPANJANG,32.01.20,PARUNG PANJANG,32.01.20.2006,PARUNGPANJANG,5271.0,ORANG,2019.0,215
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201300.0,PARUNG PANJANG,3201300006.0,LUMPANG,32.01.20,PARUNG PANJANG,32.01.20.2007,LUMPANG,520.0,ORANG,2019.0,216
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201300.0,PARUNG PANJANG,3201300009.0,CIBUNAR,32.01.20,PARUNG PANJANG,32.01.20.2008,CIBUNAR,3257.0,ORANG,2019.0,217
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201300.0,PARUNG PANJANG,3201300008.0,JAGABITA,32.01.20,PARUNG PANJANG,32.01.20.2009,JAGABITA,1000.0,ORANG,2019.0,218
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201300.0,PARUNG PANJANG,3201300007.0,GINTUNGCILEJET,32.01.20,PARUNG PANJANG,32.01.20.2010,GINTUNGCILEJET,2315.0,ORANG,2019.0,219
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201300.0,PARUNG PANJANG,3201300011.0,KABASIRAN,32.01.20,PARUNG PANJANG,32.01.20.2011,KABASIRAN,1500.0,ORANG,2019.0,220
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201010.0,NANGGUNG,3201010001.0,MALASARI,32.01.21,NANGGUNG,32.01.21.2001,MALASARI,3456.0,ORANG,2019.0,221
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201010.0,NANGGUNG,3201010004.0,CURUGBITUNG,32.01.21,NANGGUNG,32.01.21.2002,CURUGBITUNG,181.0,ORANG,2019.0,222
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201010.0,NANGGUNG,3201010003.0,CISARUA,32.01.21,NANGGUNG,32.01.21.2003,CISARUA,2613.0,ORANG,2019.0,223
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201010.0,NANGGUNG,3201010002.0,BANTARKARET,32.01.21,NANGGUNG,32.01.21.2004,BANTARKARET,898.0,ORANG,2019.0,224
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201010.0,NANGGUNG,3201010008.0,HAMBARO,32.01.21,NANGGUNG,32.01.21.2005,HAMBARO,2576.0,ORANG,2019.0,225
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201010.0,NANGGUNG,3201010009.0,KALONGLIUD,32.01.21,NANGGUNG,32.01.21.2006,KALONGLIUD,3362.0,ORANG,2019.0,226
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201010.0,NANGGUNG,3201010005.0,NANGGUNG,32.01.21,NANGGUNG,32.01.21.2007,NANGGUNG,2136.0,ORANG,2019.0,227
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201010.0,NANGGUNG,3201010010.0,PARAKANMUNCANG,32.01.21,NANGGUNG,32.01.21.2008,PARAKANMUNCANG,604.0,ORANG,2019.0,228
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201010.0,NANGGUNG,3201010006.0,PANGKALJAYA,32.01.21,NANGGUNG,32.01.21.2009,PANGKALJAYA,1000.0,ORANG,2019.0,229
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201010.0,NANGGUNG,3201010007.0,SUKALUYU,32.01.21,NANGGUNG,32.01.21.2010,SUKALUYU,2385.0,ORANG,2019.0,230
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201010.0,NANGGUNG,3201010011.0,BATU TULIS,32.01.21,NANGGUNG,32.01.21.2011,BATU TULIS,0.0,ORANG,2019.0,231
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201270.0,CIGUDEG,3201270009.0,SUKAMAJU,32.01.22,CIGUDEG,32.01.22.2001,SUKAMAJU,684.0,ORANG,2019.0,232
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201270.0,CIGUDEG,3201270010.0,CIGUDEG,32.01.22,CIGUDEG,32.01.22.2002,CIGUDEG,1000.0,ORANG,2019.0,233
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201270.0,CIGUDEG,3201270013.0,BUNAR,32.01.22,CIGUDEG,32.01.22.2003,BUNAR,1753.0,ORANG,2019.0,234
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201270.0,CIGUDEG,3201270011.0,BANYURESMI,32.01.22,CIGUDEG,32.01.22.2004,BANYURESMI,1369.0,ORANG,2019.0,235
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201270.0,CIGUDEG,3201270015.0,CINTAMANIK,32.01.22,CIGUDEG,32.01.22.2005,CINTAMANIK,850.0,ORANG,2019.0,236
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201270.0,CIGUDEG,3201270022.0,ARGAPURA,32.01.22,CIGUDEG,32.01.22.2006,ARGAPURA,3000.0,ORANG,2019.0,237
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201270.0,CIGUDEG,3201270021.0,BANGUNJAYA,32.01.22,CIGUDEG,32.01.22.2007,BANGUNJAYA,700.0,ORANG,2019.0,238
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201270.0,CIGUDEG,3201270020.0,RENGASJAJAR,32.01.22,CIGUDEG,32.01.22.2008,RENGASJAJAR,8134.0,ORANG,2019.0,239
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201270.0,CIGUDEG,3201270019.0,BATUJAJAR,32.01.22,CIGUDEG,32.01.22.2009,BATUJAJAR,1200.0,ORANG,2019.0,240
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201270.0,CIGUDEG,3201270012.0,WARGAJAYA,32.01.22,CIGUDEG,32.01.22.2010,WARGAJAYA,657.0,ORANG,2019.0,241
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201270.0,CIGUDEG,3201270006.0,SUKARAKSA,32.01.22,CIGUDEG,32.01.22.2011,SUKARAKSA,1200.0,ORANG,2019.0,242
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201270.0,CIGUDEG,3201270016.0,BANYUWANGI,32.01.22,CIGUDEG,32.01.22.2012,BANYUWANGI,1947.0,ORANG,2019.0,243
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201270.0,CIGUDEG,3201270017.0,BANYUASIH,32.01.22,CIGUDEG,32.01.22.2013,BANYUASIH,874.0,ORANG,2019.0,244
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201270.0,CIGUDEG,3201270014.0,MEKARJAYA,32.01.22,CIGUDEG,32.01.22.2014,MEKARJAYA,1276.0,ORANG,2019.0,245
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201270.0,CIGUDEG,3201270018.0,TEGALLEGA,32.01.22,CIGUDEG,32.01.22.2015,TEGALLEGA,700.0,ORANG,2019.0,246
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201290.0,TENJO,3201290002.0,TAPOS,32.01.23,TENJO,32.01.23.2001,TAPOS,680.0,ORANG,2019.0,247
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201290.0,TENJO,3201290001.0,CIOMAS,32.01.23,TENJO,32.01.23.2002,CIOMAS,1001.0,ORANG,2019.0,248
32.0,JAWA BARAT,3201.0,KABUPATEN BOGOR,3201290.0,TENJO,3201290003.0,BATOK,32.01.23,TENJO,32.01.23.2003,BATOK,1483.0,ORANG,2019.0,249
